titre,prix,gouvernerat et date dajout,Kilométrage,Couleur du véhicule,Boite,Année,Cylindrée,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant,Number of Pictures,Description
Toyota Agya,34,"Tunis , a day ago",3230,Gris,Manuelle,2022,<1.0L,Toyota,Aygo,4,Compacte,Essence,5,"

          🚗toyota AGYA première main populaire avec fermeture centrale et alarme
✔️Année :02/2022
✔️Klm:3230 km
✔️4cv
Prix 34md
☎
          







             Afficher le numéro
            



         ☎
        "
passat,37500,"Ben Arous , a month ago",177000,Noir,Automatique,2023,1.6L,Volkswagen,Passat,7,Berline,Essence,10,"

          𝑽𝒐𝒍𝒌𝒔𝒘𝒂𝒈𝒆𝒏 𝑷𝒂𝒔𝒔𝒂𝒕 𝑩6 1.6
• 𝑨𝑵𝑵𝑬́𝑬: 07-2010
• 𝑪𝑨𝑹𝑩𝑼𝑹𝑨𝑵𝑻: 𝑬𝑺𝑺𝑬𝑵𝑪𝑬
• 𝑷𝑼𝑰𝑺𝑺𝑨𝑵𝑪𝑬: 7𝑪𝑽
• 𝑲𝑴: 177 𝑴𝒊𝒍𝒍𝒆𝒔 𝑲𝑴
• 𝑷𝑹𝑰𝑿: 37.500𝑻𝑵𝑫
📱𝑻𝑬𝑳:
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



"
Mercedes 250 En Bonne Etat.,22000,"Ariana , 13 days ago",260000,Noir,Manuelle,1996,2.5L,Mercedes-Benz,250,9,Diesel,Autres,6,"

          à vendre Mercedes Elegance en trés bonne etat .
pour 22000dt .Tél
          







             Afficher le numéro
            



         .
        "
Renault trafic,15000,"Tunis , 17 days ago",85,Jaune,Manuelle,2002,1.9L,Renault,Trafic,6,Compacte,Diesel,3,"
         a vont
        "
Four,280,"Mahdia , 8 days ago",1,"
         four
        ",,,,,,,,,,
KIA RIO GX,43,"Ben Arous , a month ago",95000,Marron,Manuelle,2019,1.2L,Kia,Rio,5,Compacte,Essence,9,"

          💎 KIA RIO GX💎
💰☎️ TEL :
          







             Afficher le numéro
            




          //
          







             Afficher le numéro
            



         ➡️ Modèle 2019. série 215
✅ 95000km ✅
➡️ Essence 5ch 1.2L. 4 cylindres
➡️ volant multifonctions
➡️climatisation électrique
➡️ antibrouillard
➡️ rétroviseurs réglables
➡️ 4vitres électrique
📬 Disponible à Notre Showroom"" jihen auto"" Mourouj 1
        "
Phare full led mercedes w205,1500,"Sousse , a month ago",4,"
         Vends phare avant gauche côté conducteur mercedes classe c w205 full led de 2017
Très bon état juste les deux pattes de fixation cassées (voir photos)
        ",,,,,,,,,,
kia sorento diesel 2012,0,"Sousse , 11 days ago",190000,Gris,Automatique,2012,2.2L,Kia,Sorento,12,4 x 4,Diesel,10,"

          kia sorento 2012 diesel 12 cv 190.000km Boite automatique
toute option
          







             Afficher le numéro
            












             Afficher le numéro
            



"
Passat b8,45,"Siliana , a month ago",208,Autre,Manuelle,2011,1.6L,Volkswagen,Passat CC,5,Autres,Diesel,9,"

          état :neuf
Num:
          







             Afficher le numéro
            



"
polo 3,11800,"Tunis , 2 days ago",237,Vert,Manuelle,1998,1.4L,Volkswagen,Polo,5,Compacte,Essence,7,"

          Polo3 moteur mbadel 1.4 5chv
Fel carte grise 4chv
Barebrize mach9ou9
4 pneus neufs avec roue de secours origine
Num:
          







             Afficher le numéro
            



"
Vente voiture etat neuf,37000,"Monastir , 10 days ago",42000,Blanc,Manuelle,2018,3.0L,Citroen,C3,4,Compacte,Essence,10,"
         Belle voiture en deux couleurs blanc et rouge 1ére main de kilomerrage 42000km
Toute option ( ecran tactile ,climatisation,vitres electrique,direction assistée,entretien dans la maison citroen ,.....etc)
        "
Mercedes C200 4Matic,0,"Sfax , 8 hours ago",32000,Argent,Automatique,2019,2.0L,Mercedes-Benz,Classe C,11,Berline,Essence,10,"
         MERCEDES - BENZ C 200 🚫
✔️ KIT AMG
✔️4 Matic
☑️ 𝙇𝙚𝙨 𝘾𝙖𝙧𝙖𝙘𝙩𝙚́𝙧𝙞𝙨𝙩𝙞𝙦𝙪𝙚𝙨 :
▪️ 𝖨𝗆𝗆𝖺𝗍𝗋𝗂𝖼𝗎𝗅𝖺𝗍𝗂𝗈𝗇 : 236
▪️ Année :12/2018
▪️ 𝖯𝗎𝗂𝗌𝗌𝖺𝗇𝖼𝖾 𝖿𝗂𝗌𝖼𝖺𝗅𝖾 : 11 𝖢𝖵
▪️ 𝖤𝗇𝖾𝗋𝗀𝗂𝖾 : Essence hybride
▪ 𝖪𝗂𝗅𝗈𝗆𝖾𝗍𝗋𝖺𝗀𝖾 : 32.000 𝖪𝖬
▪️ Boite automatique
▪️Carrosserie : berline
☑️ 𝑳𝒆𝒔 𝑶𝒑𝒕𝒊𝒐𝒏𝒔 :
- Volant Multifonction
- Key les go
- Headup-Display
- Chaise sport mémorisé chauffant climatisé
- Toit ouvrant panoramique
- Climatronique 4 Zone
- Capteur Av/Ar
- 𝟺 vitre électrique tenté
- Compteur digital
- Régulateur de vitesse
- Caméra 360
- Salon cuir noir AMG
- Détecteur de fatigue
- feux full LED
- Android auto
- Alerte de franchissement involontaire de ligne
- Cokpit numérique
- Contrôle automatique de la pression de des pneus
- Éclairage d'ambiance
- hayon automatique
- ceinture rouge
- double vitrage
o𝒏 𝒂𝒄𝒄𝒆𝒑𝒕𝒆 𝒍'𝒆́𝒄𝒉𝒂𝒏𝒈𝒆 𝒅𝒆𝒔 𝒗𝒐𝒊𝒕𝒖𝒓𝒆𝒔
📍 Adresse : Ceinture H.borguiba de Kaied Mhamed vers Teniour sfax Tunisie
        "
Vendre ma voiture,49000,"Mahdia , 21 days ago",44000,Gris,Manuelle,2018,1.5L,Fiat,Tipo,6,Berline,Essence,8,"

          2018 fiat Tipo berline 1er mai en excellente état
Je vends ma voiture fiat Tipo bien entretenu , une voiture qui allié élégance , confort et performance
Fiat Tipo essence 6CV état neuf modèle 2018 , 44000km toutes options 4 pneus neufs
Pour me contacter
          







             Afficher le numéro
            



"
Caddy TDI,0,"Ben Arous , 20 days ago",155,Blanc,Manuelle,2014,1.6L,Volkswagen,Caddy,5,Autres,Diesel,5,"
         Karhba ragda ma nit7arkch biha
        "
rétroviseur gauche Peugeot 308( 2014...2021 ),0,"Tunis , 12 hours ago",2,"

          rétroviseurs gauche rabattable Peugeot
          







             Afficher le numéro
            



         origine comme neuf
emplacement: khaznadar route X
        ",,,,,,,,,,
KIA SPORTAGE GT-LINE,0,"Monastir , 22 days ago",70000,Gris,Automatique,1.6L,2018,Kia,Sportage,7,4 x 4,Diesel,10,"

          KIA SPORTAGE GT-LINE
○ Année : Fin 2018
○ Kilométrage 70 000 KM
○ Puissance : 7 CV DIESEL
○ Boite Automatique 7 Rapport
✅ Antibrouillards LED
✅Toit Panoramique Ouvrant
✅Détecteur de luminosité
✅Keyless & Go
✅Détecteur de pluie
✅Fermeture centralisée
✅Feux De Jour LED
✅Jantes en alliage GT-LINE
✅Lave Phares
✅Peinture métallisée
✅Radar de recul
✅Camera De Recule
✅Marché pied
✅Rétroviseurs électriques Rabattable
✅Vitres Surteintées
✅Bluetooth
✅Boîte à gants réfrigérée
✅Climatronic Bi-Zone
✅Connectivité Aux, usb, iPod
✅Direction assistée
✅GPS
✅Ordinateur de bord
✅Régulateur de vitesse
✅Vitres électriques
✅Volant/levier de vitesse en cuir
✅Volant multi-fonctions
✅palette au volant
✅3 appuis têtes arrières
✅Volant réglable hauteur/profondeur
TEL
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



"
Peugeot 206+ toute option fin 2012,24500,"Tunis , 19 days ago",175000,Gris,Manuelle,2012,1.2L,Peugeot,206+,4,Compacte,Essence,3,"
         Belle Peugeot 206+ toute option : neuf
-Climatiseur, airbag, , direction assisté, climatisation manuelle, prise USB , prise 12V,,lève vitre avant électrique, verrouillage automatique des portes, ABS,
        "
Citroën C3,27000,"Tunis , a month ago",165000,Noir,Manuelle,2012,1.2L,Citroen,C3,5,Compacte,Essence,8,"
         Citroën C3
Kilométrage: 165.000
Vitre électrique
Climatisé
Peinture d'origine
Jantes Aluminium
feu antibrouillard...
        "
b9,0,"Tunis , 13 days ago",0,Noir,Manuelle,00,1.5L,Citroen,Berlingo,5,Compacte,Diesel,1,"
         transporteur
        "
malle swing,200,"Sfax , a month ago",3,"

          malle swing
          







             Afficher le numéro
            



",,,,,,,,,,
Voiture à vendre,0,"Monastir , 22 days ago",100,Noir,Manuelle,2002,>4.0L,Fiat,Punto,Essence,Autres,5,7,"
         Voiture toute option
        "
Seat Leon,42900,"Bizerte , 3 days ago",246,Blanc,Manuelle,2016,1.2L,Seat,Leon ST,6,Autres,Essence,7,"
         6cv
Année 2016
excellent état avec carnet d’entretien
        "
Fiat 500L,0,"Sousse , 6 hours ago",180,Noir,Manuelle,2015,1.4L,Fiat,500L,6,Monospace,Essence,7,"
         Fiat 500L 2015 boîte 6 avec un toit panoramique
Capteurs d'aide au stationnement arrière
Climatisation
Climatisation automatique, bi-zone
Détecteur de lumière
Détecteur de pluie
Pare-brise chauffant
Radar de recul
Régulateur de vitesse
Rétroviseurs latéraux électriques
Système de navigation
Vitres électriques
Volant multifonctions assistée
        "
Audi A3 a vendre,66,"Ben Arous , a month ago",196,Gris,Automatique,2016,1.2L,Audi,A3,6,Berline,Essence,9,"
         A VENDRE A3 sportback 1.2 tfsi BERLINE
12/2015
tte option
Boite auto
Toit ouvrant
Led
Volant multifonction
Cuir
196 mille km au compteur
Excelent etat
Acune dépense prévue
        "
Polo 7 1.4,123456,"Tunis , 21 days ago",88000,Beige,Manuelle,2015,1.4L,Volkswagen,Polo,5,Berline,Essence,9,"
         Polo sedan 1.4L Essence (4 cylindres) modèle 2015
Kilométrage: 88000
Carburant: Essence
Boîte de vitesse: Manuelle
Puissance fiscale: 5
model: Polo
        "
Fiat Palio2,1,"Gabès , 17 days ago",300000,Argent,Manuelle,2006,1.4L,Fiat,Palio,5,Compacte,Essence,5,"

          AV Fiat Palio2 en très bon état Tél
          







             Afficher le numéro
            



"
ISUZU DMAX V CROSS 2022 boite auto fin série,1,"Nabeul , 8 days ago",40000,Noir,Automatique,2022,1.9L,Isuzu,D-MAX,8,Berline,Diesel,10,"

          ISUZU DMAX V CROSS fin série 241 ttoption
          







             Afficher le numéro
            



"
🔶 VOLKSWAGEN GOLF 8 𝗚𝗧𝗜 🔶,238000,"Ariana , 11 days ago",27000,Gris,Automatique,2021,2.0L,Volkswagen,Golf,19,Autres,Essence,10,"

          🔶 VOLKSWAGEN GOLF 8 𝗚𝗧𝗜 🔶
▸ Club Sport Edition 45
▸ Pack Night
▸ Modele : 07 / 2021
▸ Kilométrage : 31000 km
▸ Puissance fiscale : 19 cv
▸ Energie : Essence
▸ Climatronic
▸ Boite Automatique
▸ Start / Stop
▸ Camera
▸ Feux Xénon / LED IQ-LIGHT
▸ Vitres teintées
▸ Toit ouvrant panoramique
▸ Volant multifonction
▸ Palettes au volant
▸ Sièges baquet cuir alcantara
▸ Affichage tête haute
▸ Lumière d'ambiance
▸ Compteur digital
▸ Sonorisation harman kardon
▸ Ligne d'échappement Akrapovič
------------------------------------
Expert AUTO
☏ :
          







             Afficher le numéro
            



"
206+ à vendre,21000,"Ben Arous , a month ago",240000,Blanc,Manuelle,2010,1.2L,Peugeot,206,4,Compacte,Essence,4,"
         206+ 4 cylindre
Année 2010
Bien entretenue
Prix légèrement négociable
        "
Peugeot 3008 ehdi 7ch 1.6 Gtline Gsm 50 353 790,0,"Nabeul , 17 days ago",93,Noir,Manuelle,2019,1.6L,Peugeot,3008,7,Autres,Diesel,10,"

          Gsm
          







             Afficher le numéro
            




          A vendre Peugeot 3008 Gtline ehdi
1.6 diesel 7ch
Gsm
          







             Afficher le numéro
            



"
Golf 7 (bleu motion),66,"Sousse , 7 days ago",149000,Noir,Manuelle,2017,1.2L,Volkswagen,Golf,6,Autres,Essence,9,"

          Golf 7 tsi 1.2 bleu motion
Année 2017
Kilométrage 149000
Full option (star stop)
Boîte manuelle (6 vitesse)
Puissance fiscale 6cv
Jamais accidenté
Pour plus d'informations
          







             Afficher le numéro
            



"
IBIZA,0,"Sfax , 6 days ago",130000,Blanc,Manuelle,2017,<1.0L,Seat,Ibiza,4,Compacte,Essence,6,"

          voiture neuf tt option jamais accidentée 1 er main j’accepte lechange TEL
          







             Afficher le numéro
            



"
KTM 990 adventure,0,"Médenine , a month ago",12000,Orange,Manuelle,2010,7,"
         a vendre une belle ktm 990 adventure avec un état neuf
        ",,,,,,
Passat à vendre,46000,"Ben Arous , a month ago",177827,Blanc,Manuelle,2011,1.6L,Volkswagen,Passat,5,Diesel,Autres,9,"

          Je mets en vente ma voiture Passat, toute options.
salon cuir
4 cylindres, 5 CH, Diesel.
Très Propre, en très bon état.
Merci de me contacter sur:
          







             Afficher le numéro
            



"
Mercedes-Benz classe CLA 45 amg,0,"Sfax , 15 hours ago",120000,Blanc,Automatique,2015,3.0L,Mercedes-Benz,Classe CLA,24,Utilitaire,Essence,10,"

          🏁 𝐒𝐓𝐀𝐑 𝐂𝐀𝐑 : 𝐒𝐟𝐚𝐱 𝐫𝐨𝐮𝐭𝐞 𝐥𝐚𝐟𝐫𝐚𝐧 𝐤𝐦 𝟖
🔥 𝐌𝐞𝐫𝐜𝐞𝐝𝐞𝐬 𝐁𝐞𝐧𝐳 𝐜𝐥𝐚𝐬𝐬𝐞 𝑪𝑳𝑨 𝟒𝟓 𝒂𝒎𝒈 𝒆𝒅𝒊𝒕𝒊𝒐𝒏 𝟏 𝒑𝒂𝒄𝒌 𝒏𝒊𝒈𝒉𝒕
𝓥𝓸𝓲𝓽𝓾𝓻𝓮 𝓾𝓷𝓲𝓺𝓾𝓮 𝓼𝓹𝓮́𝓬𝓲𝓪𝓵 𝓮𝓷 𝓣𝓾𝓷𝓲𝓼𝓲𝓮 🇹🇳
☑️ 𝙇𝙚𝙨 𝘾𝙖𝙧𝙖𝙘𝙩𝙚́𝙧𝙞𝙨𝙩𝙞𝙦𝙪𝙚𝙨
▪️ 𝟹𝟼𝟶 𝐻𝑃
▪️𝖳𝗈𝗉 𝗌𝗉𝖾𝖾𝖽 𝟢-𝟣𝟢𝟢 𝑘𝑚 🛞 𝟦.𝟥 𝗌𝖾𝖼𝗈𝗇𝖽
▪️ 𝘗𝘶𝘪𝘴𝘴𝘢𝘯𝘤𝘦 𝘧𝘪𝘴𝘤𝘢𝘭𝘦 :𝟸𝟺𝑐𝑣
▪️ 𝘌𝘯𝘦𝘳𝘨𝘪𝘦 : 𝑒𝑠𝑠𝑒𝑛𝑐𝑒
▪ 𝘒𝘪𝘭𝘰𝘮𝘦́𝘵𝘳𝘢𝘨𝘦 :𝟷𝟸𝟶.𝟢𝟢𝟢 𝘒𝘔
▪️ 𝘉𝘰𝘪𝘵𝘦 𝘈𝘶𝘵𝘰𝘮𝘢𝘵𝘪𝘲𝘶𝘦 𝟺 𝑚𝑎𝑡𝑖𝑐
☑️ 𝑳𝒆𝒔 𝑶𝒑𝒕𝒊𝒐𝒏𝒔 :
- ℎ𝑎𝑟𝑚𝑎𝑛-𝑘𝑎𝑟𝑑𝑜𝑛 𝑠𝑜𝑢𝑛𝑑 𝑠𝑦𝑠𝑡𝑒𝑚 🔈
- 𝘊𝘢𝘱𝘵𝘦𝘶𝘳 𝘈𝘝/𝘈𝘙
- 𝑡𝑜𝑖𝑡 𝑜𝑢𝑣𝑟𝑎𝑛𝑡
- 𝘟𝘦́𝘯𝘰𝘯
- 𝐼𝑛𝑡𝑒́𝑟𝑖𝑒𝑢𝑟 𝑎𝑙𝑐𝑎𝑛𝑡𝑎𝑟𝑎 𝑓𝑖𝑛𝑡𝑖𝑜𝑛 𝑎𝑚𝑔
- 𝑗𝑎𝑛𝑡𝑒𝑠 𝟷𝟿*
- 𝘓𝘌𝘋 𝘈𝘝/𝘈𝘙
- 𝘊𝘩𝘢𝘪𝘴𝘦𝘴 𝑚𝑒́𝑚𝑜𝑟𝑖𝑠𝑒́𝑒𝑠 𝑒́𝑙𝑒𝑐𝑡𝑟𝑖𝑞𝑢𝑒𝑠
- 𝑐ℎ𝑎𝑖𝑠𝑒𝑠 𝑐ℎ𝑎𝑢f𝑎𝑛𝑡𝑠
- 𝘝𝘪𝘵𝘳𝘦𝘴 𝘛𝘦𝘪𝘯𝘵𝘦́𝘦𝘴
- 𝘊𝘭𝘪𝘮𝘢𝘵𝘳𝘰𝘯𝘪𝘤 𝐴𝑉
- 𝘴𝘺𝘴𝘵𝘦̀𝘮𝘦 𝘥𝘦 𝘯𝘢𝘷𝘪𝘨𝘢𝘵𝘪𝘰𝘯
- 𝐶𝑎𝑚𝑒́𝑟𝑎
- 𝘙𝘦́𝘨𝘶𝘭𝘢𝘵𝘦𝘶𝘳 / 𝘓𝘪𝘮𝘪𝘵𝘦𝘶𝘳 𝘥𝘦 𝘷𝘪𝘵𝘦𝘴𝘴𝘦
- 𝘙𝘦́𝘵𝘳𝘰𝘷𝘪𝘴𝘦𝘶𝘳𝘴 𝑒́𝑙𝑒𝑐𝑡𝑟𝑖𝑞𝑢𝑒𝑠 𝑟𝑎𝑏𝑎𝑡𝑡𝑎𝑏𝑙𝑒𝑠
- 𝑃𝑎𝑟𝑘 𝑝𝑖𝑙𝑜𝑡𝑒
- 𝘴𝘺𝘴𝘵𝘦̀𝘮𝘦 𝘴𝘵𝘢𝘳𝘵/𝘴𝘵𝘰𝘱
𝐎𝐧 𝐚𝐜𝐜𝐞𝐩𝐭𝐞 𝐥'𝐞́𝐜𝐡𝐚𝐧𝐠𝐞 𝐝𝐞𝐬 𝐯𝐨𝐢𝐭𝐮𝐫𝐞𝐬 𝐞𝐧 𝐛𝐨𝐧 𝐞́𝐭𝐚𝐭 𝐬𝐞𝐮𝐥𝐞𝐦𝐞𝐧𝐭 𝐚𝐮 𝐬𝐡𝐨𝐰𝐫𝐨𝐨𝐦 𝐒𝐓𝐀𝐑 𝐂𝐀𝐑 𝐞𝐭 𝐩𝐨𝐮𝐫 𝐩𝐥𝐮𝐬 𝐝’𝐢𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧 𝐜𝐨𝐧𝐭𝐚𝐜𝐭𝐞𝐳-𝐧𝐨𝐮𝐬: 📞 (+𝟐𝟏𝟔) 𝟓𝟒 𝟓𝟖𝟖 𝟑𝟎𝟑
          







             Afficher le numéro
            



"
Renault clio 4 Dynamique,1,"Ariana , a month ago",175,Gris,Manuelle,2020,1.2L,Renault,Clio,4,Compacte,Essence,9,"
         à vendre une excellente voiture clio 4 dynamique
        "
capot hyundai grand i10,400,"Tunis , 2 days ago",1,"
         capot hyundai grand I 10 peinture d'origine légèrement touché
        ",,,,,,,,,,
SEAT IBIZA EXELLENCE,0,"Sfax , 3 days ago",90000,Noir,Manuelle,2021,<1.0L,Seat,Ibiza,4,Compacte,Essence,9,"

          𝑨 𝒗𝒆𝒏𝒅𝒓𝒆 "" 𝑺𝑬𝑨𝑻 𝑰𝑩𝑰𝒁𝑨 EXCELLENCE "" 𝒄𝒉𝒆𝒛 3A AUTO
➪𝑳𝒆𝒔 𝒄𝒂𝒓𝒂𝒄𝒕𝒆́𝒓𝒊𝒔𝒒𝒖𝒆𝒔 : ✓ 2021
✓ 𝑬𝒏𝒆𝒓𝒈𝒊𝒆 : 𝑬𝒔𝒔𝒆𝒏𝒄𝒆 ✓ 𝑷𝒖𝒊𝒔𝒔𝒂𝒏𝒄𝒆 𝒇𝒊𝒔𝒄𝒂𝒍𝒆: 4𝒄𝒗
✓ 𝑲𝒊𝒍𝒐𝒎𝒆́𝒕𝒓𝒂𝒈𝒆: 90.000𝒌𝒎 ➪ 𝑳𝒆𝒔 𝒐𝒑𝒕𝒊𝒐𝒏𝒔 :
✓ 𝑴𝒖𝒍𝒕𝒊𝒇𝒐𝒏𝒄𝒕𝒊𝒐𝒏𝒔
✓ 𝑩𝒍𝒖𝒆𝒕𝒐𝒖𝒕𝒉 / 𝑨𝑼𝑿 / 𝑼𝑺𝑩 ✓ 𝑬𝒄𝒓𝒂𝒏 𝒕𝒂𝒄𝒕𝒊𝒍𝒆
✓ 𝑳𝑬𝑫
✓ 𝑻𝒐𝒊𝒕 𝒑𝒂𝒏𝒐𝒓𝒂𝒎𝒊𝒒𝒖𝒆 𝒐𝒖𝒗𝒓𝒂𝒏𝒕
✓ 𝑽𝒊𝒕𝒓𝒆𝒔 𝒕𝒆𝒊𝒏𝒕𝒆́𝒆𝒔
✓ caméra de recul/radar de recul
✓ Bouton star stop ✓ 4 𝒗𝒊𝒕𝒓𝒆𝒔 𝒆́𝒍𝒆𝒄𝒕𝒓𝒊𝒒𝒖𝒆𝒔 ✓ 𝑴𝒂𝒕𝒓𝒊𝒄𝒖𝒍𝒆: 220
☏︎ 𝑪𝒐𝒏𝒕𝒂𝒄𝒕 :
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



         ✅disponible chez notre showroom Boulevard de l'environnement km 4 cité habib en face mosquée 🕌 elhouda sfax
        "
fx1,3800,"Tunis , a month ago",160000,Noir,Automatique,2023,3,"
         moto en bonne état
disponible Bardo tunis
prix 3800 d
        ",,,,,,
"Hyundai I10
Première main",11111,"Ariana , 3 days ago",70.000,Bleu,Manuelle,2021,1.2L,Hyundai,I 10,5,Compacte,Essence,10,"

          🚘 Hyundai Grand-i10 🚘
👋 Première main
➖ Année 05/2021
➖ Toutes options
➖ 70.100 Km
➖ 5 Cv essence 1.2
➖jantes aluminium
➖ Climatisation
➖Kit mains libres Bluetooth et prise USB
➖ Feux de jour à LED
➖ Rétroviseurs électriques / rabattables
➖ Volant multifonctions
⛔ Je ne réponds pas aux messages merci ⛔
☎
          







             Afficher le numéro
            



         ☎
        "
