titre,prix,gouvernerat et date dajout,Kilométrage,Couleur du véhicule,Boite,Année,Cylindrée,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant,Number of Pictures,Description
Toyota chr,91,"Tunis , 4 days ago",29293,Noir,Automatique,2023,1.2L,Toyota,Corolla verso,00,Autres,Essence,2,"

          je met en vente Toyota CHR premier main
boîte auto
pour plus d’info connecter moi
          







             Afficher le numéro
            



"
B9 première main,24000,"Tozeur , 8 days ago",260000,Blanc,Manuelle,2011,1.6L,Peugeot,Partner,6,Autres,Diesel,5,"

          A vendre B9 première main fin 2011 moteur HDi 6 CV récemment changé (il y a 3 mois) et ttop
tel
          







             Afficher le numéro
            



"
VOLKSWAGEN TRANSPORTER,13500,"Sfax , 24 days ago",100,Blanc,Manuelle,1997,3.0L,Volkswagen,Transporter,10,Autres,Diesel,2,"
         VOLKSWAGEN TRANSPORTER T4 9 PLACES MINIBUS
        "
Scooter malaguti 50 presque neuve à vendre. Pour plus d'information contactez 97030942,1900,"Monastir , a month ago",0,Bleu,Manuelle,2008,3,"

          Scooter Malaguti 50 en très bon état à vendre por plus d'informations contactez
          







             Afficher le numéro
            



",,,,,,
Citroen Nemo 29583563,0,"Nabeul , 3 days ago",183000,Blanc,Manuelle,2015,1.4L,Citroen,Nemo,6,Utilitaire,Diesel,7,"

          🔥🔥Très Belle Citroen Nemo 🔥🔥
🎯🎯 A vendre 🎯🎯
📞📞
          







             Afficher le numéro
            



         📞📞
☑ 1er main
☑ Modèle 2015
☑ 2 places
☑ Peinture d'origine
☑ Jamais accidenté
☑ Mécanique en parfait état
☑ Puissance fiscale : 6 CV , moteur 1.4 L
☑ Kilométrage : 184 000 km
☑ Fermeture Central
☑ Double clé
☑ Pleine d'autres options ,,,
✅ Tout les para-brise sont d'origine
✅ Intérieur et Salon d'origine et très propre
✅ 4 Pneus en très bon état
✅ Voiture puissante
✅ Toutes est en marche
        "
kia rio,35,"Ariana , a month ago",174,Rouge,Manuelle,30112013,1.2L,Kia,Rio,5,Autres,Essence,9,"

          en bonne etat
pour contacter:
          







             Afficher le numéro
            



"
Nissan juke à vendre,54997,"Sfax , a month ago",139000,Blanc,Manuelle,1.2L,2015,Essence,Nissan,Juke,6,Compacte,5,"

          Nissan juke
Numéro de telephone:
          







             Afficher le numéro
            



"
peugeot 308,27000,"Sidi Bouzid , 2 days ago",280000,Blanc,Manuelle,2019,1.5L,Peugeot,308,5,Berline,Diesel,2,"

          je vend 308 très propre intérieur et extérieur importé de la France
prix affiché hors taxes douane plus informations vous pouvez me contacter sur
          







             Afficher le numéro
            



"
ovetto nouveau,0,"Sousse , 14 days ago",0,Noir,Automatique,2008,7,"

          ovetto 2008
tel :
          







             Afficher le numéro
            



         en bonne état
        ",,,,,,
Deux bicyclettes,1000,"Sousse , a month ago",2023,8,"
         Deux Bicyclettes BTWIN importé de France
        ",,,,,,,,,
à vendre,9000,"Tunis , 5 days ago",320,Bleu,Manuelle,1999,<1.0L,Ford,Fiesta,5,Autres,Essence,4,"
         Ford fiesta modèle 1999 . 5 chevaux toutes options.. moteur noir
        "
hyundai tucson,0,"Jendouba , 14 days ago",172000,Bleu,Manuelle,2017,1.7L,Hyundai,Tucson,6,4 x 4,Diesel,7,"
         hyundai tucson
anne 2017
km 172000
carburant diesel
peinture d'origine
        "
vélo a vendre,400,"Sfax , 8 days ago",0,Noir,Manuelle,2022,1,"

          vélo wayscral trés bon état a vendre
tél :
          







             Afficher le numéro
            



",,,,,,
PIECES MOTEUR MEGANE 2 ( 1.5 dCi ) A MOITIE PRIX,100,"La Manouba , 8 days ago",200000,Noir,Manuelle,2004,1.5L,Renault,Megane,05,Berline,Diesel,1,"

          -alternateur 90 DT.
-démarreur 80 DT.
-vanne EGR 90 DT.
-injecteur DELPHI 90 DT.
-pompe injection HP DELPHI 150 DT.
-compresseur de clim 290 DT.
-durite turbo 100 DT.
-boite de vitesse 5 rapports 170 DT.
Prix non négociables.
Toutes les pièces seront vendues avec garantie et possibilité de montage et essai.
Disponibles à Tunis.
TEL
          







             Afficher le numéro
            



"
Clio classique,18000,"Ben Arous , a month ago",Gris,Manuelle,2004,1.4L,Renault,Clio,5,Essence,6,"
",,
VW passat b9 élue,68,"Ariana , 11 days ago",200,Noir,Manuelle,2017,1.4L,Volkswagen,Passat,8,Compacte,Essence,10,"

          Passat B9 2.0 TSI
Prix Négociable 💵
Num📞
          







             Afficher le numéro
            



         📞 (à partir de 18h)
ℹ️Informations :
▪️Modèle 2017
▪️8 cv essence sur carte grise
▪️Boite 7 automatique
▪️Mode Sport
▪️Caméra de recul
▪️Siège électrique chauffant
▪️Écran Tactile
▪️Vitres électrique fumée
▪️Rideaux électriques
▪️Frein à main automatique
        "
Kia seltos,0,"Sfax , 8 hours ago",23000,Blanc,Automatique,2021,1.6L,Kia,Sportage,8,Autres,Essence,10,"

          A vendre 🔴 Kia seltos 🔴 chez auto rêve ramzi
🔄 𝙋𝙤𝙨𝙨𝙞𝙗𝙞𝙡𝙞𝙩é 𝙙'é𝙘𝙝𝙖𝙣𝙜𝙚 🔄
☎️
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



         ☎️
➡️ 𝙇𝙚𝙨 𝘾𝙖𝙧𝙖𝙘𝙩𝙚́𝙧𝙞𝙨𝙩𝙞𝙦𝙪𝙚 :
☑️ Immatriculation : 𝐓𝐮 224
☑️Puissance fiscale: 8 cv
☑️Energie: essence ⛽
☑️ Kilométrage: 23.000 km
☑️ Année : 08/2021
➡️ 𝑳𝒆𝒔 𝑶𝒑𝒕𝒊𝒐𝒏𝒔 :
☑️ 4 vitre électrique
☑️Kit main libre avec empreinte
☑️ Full LED intelligent
☑️Front assist ACC
☑️ Caméra de recul avant et arrière
☑️ Jente allu
☑️ Cuir
☑️ Climatronic
☑️ 𝘚𝘪è𝘨𝘦𝘴 réglable électriques
☑️ Vitres teintées
☑️ 𝘙é𝘵𝘳𝘰𝘷𝘪𝘴𝘦𝘶𝘳𝘴 é𝘭𝘦𝘤𝘵𝘳𝘪𝘲𝘶𝘦s rabattable
☑️ Bluetooth / AUX
➡️ Sfax, route kaied mohamed km 3 avant ceinture
📍https://maps.app.goo.gl/oNHMoK4aBn5SjMW17?g_st=ic
        "
Mercedes-Benz C180 cgi restylé a vendre,60,"Sfax , 13 days ago",249000,Noir,Automatique,2011,1.8L,Mercedes-Benz,Classe C,9,Berline,Essence,6,"
         Mercedes-Benz C180, cgi, restylé.
Toit ouvrant, climatiseur électronique, boîte automatique. Aucune entretien à envisager.
        "
pompe injection golf 4,150,"Tunis , 3 days ago",2,"
         pompe injection golf 4 bosch
        ",,,,,,,,,,
opel corsa c,13996,"Sousse , 14 days ago",350,Vert,Manuelle,2003,<1.0L,Opel,Corsa,Essence,Compacte,4,10,"
         opel corsa c en bon etat
        "
Polo 3,10700,"Ariana , a month ago",270,Noir,Manuelle,1998,<1.0L,Volkswagen,Polo,1,Autres,Essence,7,"








             Afficher le numéro
            



"
Kia rio,36.5,"Sfax , 22 days ago",172,Rouge,Manuelle,2014,1.4L,Kia,Rio,5,Autres,Essence,3,"
         voiture
        "
A VENDRE PORSHE PANAMERA 2011,190000,"Tunis , 21 days ago",54200,Blanc,Automatique,2011,3.5L,Porsche,Panamera,21,Berline,Essence,9,"
         PREMIERE MAIN FAIBLE KM EDITION SPECIAL KIT GTS 2017
        "
"voiture Volkswagen
T Roc avec aide de conduite",115000,"Sousse , 15 days ago",28000,Noir,Manuelle,2021,<1.0L,Volkswagen,Tiguan,6,Berline,Essence,5,"
         Je vends une belle voiture Volkswagen T Roc de décembre 2021 très propre comme neuve 28000 km
elle sera en Tunisie mois d’avril 2024 pour me contacter par mail
         
          [email protected]
         
         Juste pour info la Troc, elle n’existe pas dans le modèle de Tayara alors je veux mettre Tiguan mais c’est une Troc
        "
4X4 Suzuki Vitara,18898,"Tunis , 8 days ago",80000,Rouge,Automatique,1990,1.6L,Suzuki,Vitara,9,4 x 4,Essence,8,"
         Suzuki vitara 4x4
——-
9cv essence 1.6
4 Pneus Maxxis bighorn 764 r15
Jantes alu ALDO
Porte bagage + Pelle avec support+ antenne 2m.
Bare LED 105 CM + 2 torches
Volan sport SWM
Convertisseur 12v-220V
Vitres électrique
Pare-chocs arrière en métal
Mécanique:
-Zéro dépense coté mécanique
-Vidange + 4 bougies + filtre air - 3000 km
Toles:
Nécessite des retouches de tôles.
papier:
-Carnet d'entretien
-Visite technique oct 2024
Pieces extra:
-Deuxième Moteur + boite vitesse
-Deux vitres arrière
-Serrure de contact avec les clé
        "
clio shopping,6000,"Béja , a month ago",80000,Noir,Manuelle,1979,3.0L,Volkswagen,Polo,1,Compacte,Essence,5,"
         clio shopping
        "
Une belle megane 4,58000,"Ben Arous , 9 days ago",83000,Noir,Manuelle,2019,1.9L,Renault,Megane,6,Compacte,Diesel,5,"

          Annee 5/2019
Puiss 6cv gazoil
Boite 6
Kilometrage 83000
Jante alu
Tres bien entretenu
58 MDT a discuter legerement
Disponible à el mourouj
          







             Afficher le numéro
            



"
Symbole à vendre 18000 TND,18000,"Sousse , a month ago",240000,Camel,Manuelle,2011,1.5L,Renault,Symbol,5,Berline,Essence,3,"
         Symbole à vendre
        "
a vendre fiat doblo,30000,"Sfax , 14 days ago",1400000,Gris,Manuelle,2018,1.3L,Fiat,Doblo,5,Utilitaire,Diesel,10,"
         a vendre fiat doblo très bonne état fin 2018
        "
Citroën ax,0,"Gabès , 8 days ago",300,Blanc,Manuelle,1997,1.1L,Citroen,AX,4,Compacte,Essence,10,"
         a vendre une belle Citroën ax ndhyfaa yaser 0 masrouf
tt les vitres d'origine
mefihech sousse
kol chyy ge3ed 3el origine
tableau mefehe 7atte teksira
chauffage en marche ✅
4 3jelii jded
sale mghalfaa l kol
feux led
jamais accidenté
        "
404 bacheé,4500,"Siliana , a month ago",500000,Blanc,Manuelle,1980,2.0L,Peugeot,404,10,Pick up,Diesel,3,"

          7aja nedhifaa
          







             Afficher le numéro
            



"
سياره,48,"Sfax , a month ago",300,Blanc,Manuelle,2018,2.5L,Isuzu,D-MAX,2.5,Autres,Diesel,7,"








             Afficher le numéro
            



         سياره للبيع
        "
Booster,3700,"Ben Arous , a month ago",12000,Blanc,Automatique,2020,10,"
         Motor jdida mtaa ksiba kol chy yemchy
        ",,,,,,
polo 6,1111,"Nabeul , 2 days ago",200,Gris,Manuelle,2007,1.1L,Volkswagen,Polo,4,Compacte,Essence,5,"
         à vendre polo 6
        "
A vendrez ou échangé citroen C5,20750,"Gabès , 8 days ago",174000,Bleu,Manuelle,2010,<1.0L,Citroen,C5,8,Berline,Diesel,8,"

          a vendrez ou échangé citroen C5
174000km
Boite 6 rapport Manuel
Toute option
Mode sport
prix : 22 000dt
num :
          







             Afficher le numéro
            



"
kia rio sedan,31000,"Tunis , 13 days ago",199,Noir,Manuelle,2015,1.2L,Kia,Rio,5,Compacte,Essence,5,"

          a vendre kia rio etat parfaite annee 2015 deuxieme main
moteur changé recemment en tres bon etat puissant
tout en marche aucun defaut
climatiseur en marche
vidange✅
5CV
4Cylindre
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



"
SSANGYONG ACTYON Sport 4×4,33000,"Tunis , 12 days ago",240.000,Noir,Automatique,2011,2.0L,Ssangyong,Actyon,8,4 x 4,Diesel,5,"

          SSANGYONG ACTYON Sport 4×4
kilométrage 240mille
modèle 2011
Tout en cuir
boite automatique
En bonne état
8 cheveaux
Numéro :
          







             Afficher le numéro
            



"
Audi A8L Hybride,190000,"Tunis , 11 days ago",85000,Gris,Automatique,2014,2.0L,Audi,A8,13,Berline,Hybride,2,"
         Audi A8 L hybride comme neuve toutes options.
        "
Fiat Scudo,0,"Sfax , 23 days ago",Blanc,7,"
         Fiat Scudo نظيفة نظيفة
كل شي متع الدار
        ",,,,,,,,,
Citroen Jumper,11111,"Sousse , 12 days ago",65000,Blanc,Manuelle,2010,2.0L,Citroen,Jumper,7,Monospace,Diesel,4,"








             Afficher le numéro
            



"
mercedes 190,20,"Jendouba , 5 hours ago",167,Blanc,Manuelle,1990,1.8L,Mercedes-Benz,190,10,Berline,Essence,9,"
         premier main rs essence année 1990 mechya 167km
        "
GOLF 8 kit gtd moteur 2 litres gtd Fiche technique VIII 2.0 TDI 150 CV,165000,"Sousse , 7 days ago",48000,Blanc,Automatique,2020,2.0L,Volkswagen,Golf 8,150,Berline,Diesel,7,"

          Golf 8 kit gtd moteur gtd Fiche technique Volkswagen Golf 8
VIII 2.0 TDI 150 CV
Voiture Importé de l'Allemagne
Kilométrage: 48km
Années:juillet 2020
Numéro:
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



"
golf 7,74000,"Ariana , a month ago",100.000,Bleu,Manuelle,2020,1.6L,Volkswagen,Golf 7,6,Compacte,Essence,8,"

          A vendre golf 7 essence 6 CV, année 2020, importée v.multi camera de recul, j.alu , TU240 tt d'origine écran tactile
prix : 74000 dt
Tel :
          







             Afficher le numéro
            



"
▶ LAND ROVER DISCOVERY SPORT ◀,0,"Tunis , 4 hours ago",115000,Marron,Automatique,2014,2.0L,Land Rover,4 x 4,15,Range Rover,Essence,10,"

          ▶ LAND ROVER DISCOVERY SPORT ◀
▶ 𝗛𝗦𝗘 𝗟𝘂𝘅𝘂𝗿𝘆
▶ Modele : 2014
▶ Kilométrage : 115 000 km
▶ Puissance fiscale : 15 cv
▶ Energie : Essence
▶ Climatronic
▶ Boite Automatique
▶ Sièges en cuir
▶ Camera 360°
▶ Volant multifonction
▶ Feux LED / Xénon
▶ Toit Panoramique
▶ Jantes 19""
▶ Sièges électriques à mémoire
▶ Hayon électrique
☎ :
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



"
Audi A3 S line ttoption,90000,"Nabeul , a month ago",100000,Gris,Automatique,2019,1.6L,Audi,A3,6,Berline,Diesel,10,"
         Audi A3 S line boite auto fin série 240 ttoption
        "
para-choc mazda2,150,"Ariana , 24 days ago",3,"
         para-choc arriere mazda2
        ",,,,,,,,,,
polo 7,25,"La Manouba , 24 days ago",130,Blanc,Manuelle,2014,1.2L,Volkswagen,Polo,5,Compacte,Essence,6,"
         polo 7 toutes options 1.2 5 cv
1er main année 2012
climatiseur,abs, poste cd mp3
fermeture centrale, vitres électrique
assistée, airbags
état neuve
        "
golf 7,1,"Jendouba , a month ago",140,Noir,Automatique,2018,1.2L,Volkswagen,Golf,6,Compacte,Essence,1,"

          golf 7
boite automatique
essence
Kilometrage 140
1.2
6 ch
anne 2018
Numro telephone
          







             Afficher le numéro
            



"
207 hdi,20000,"Ben Arous , a month ago",335000,Rouge,Manuelle,2007,1.6L,Peugeot,207,4,Compacte,Diesel,8,"
         je mets à vendre ma voiture Peugeot 207 hdi 4 cv ,2 porte
        "
Gsxr 1000 k8,34000,"Nabeul , 6 days ago",26000,Bleu,Manuelle,2008,7,"

          ✔️Suzuki GSXR 1000 K8 ✅
          







             Afficher le numéro
            



         🇹🇳Carte Grise tunisienne Serie 29XXX Kilometrage 26000 km 06/2008 Power commander BMC air filtre Disponible a nabeul
        ",,,,,,
Conduite aération Voiture,1,"Tunis , 14 days ago",10,"
         Av plusieurs modèles de conduite d'aération voitures:
- Renault Mégane 2
- Renault Mégane 1
- Renault clio 2 phase 1 et 2
- Renault Modus
- Renault Sianic 2
- Peugeot 106
- Peugeot 206
- Peugeot 207
- Peugeot 306
- Peugeot 307
- Peugeot 308
- Peugeot 407
- Opel corsa B
- Opel corsa C
- Opel corsa D
- Opel astra G
- Opel astra H
- Citroën saxo
- Citroën C3 phase 2
- Citroën C4 phase 1
- Citroën DS5 Citroën c5 phase 1
- Ford fiesta année 2000
- Ford fiesta année 2011
- Volkswagen Golf 4
        ",,,,,,,,,,
Seat Leon,0,"Tunis , 22 days ago",200,Gris,Manuelle,2014,1.2L,Seat,Leon,5,Compacte,Essence,7,"

          Seat Leon
pour plus d'informations
contacter :
          







             Afficher le numéro
            












             Afficher le numéro
            



"
voiture partner,14,"Kairouan , 4 days ago",2000,Gris,Manuelle,2009,1.5L,Peugeot,Partner,6,Compacte,Diesel,4,"
         كرهبة ميكانيك كل جديد+5عجل امين
        "
Peugeot 206,1,"Monastir , 20 days ago",240000,Gris,Manuelle,2005,1.1L,Peugeot,206+,5,Compacte,Essence,4,"
         206
Anne
2005
5cv
assiste
ABS
climatisé
237000 klm
        "
megane 2 1.5 dci,1,"Tunis , 11 days ago",111111111,Blanc,Manuelle,2004,1.5L,Renault,Megane Estate,5,Berline,Diesel,10,"
         Megane 2 1.5 dci 2004
Moteur nouveau installé 22/06/2023
4 pneus neufs '""amine""'
renouvellement avant train
Détecteur de lumière marche
Détecteur de pluie marche
4 vitre électrique
toutes options
        "
OPEL ASTRA GTC,0,"Sousse , a month ago",124000,Noir,Manuelle,2014,1.8L,Opel,Astra,8,Compacte,Essence,4,"

          a vendre opel astra GTC
8CV
ANNEE 2014
124000 KM
ÉCHANGE POSSIBLE
DISPONIBLE A SOUSSE
TEL
          







             Afficher le numéro
            



"
Phare Mini R56,2000,"Tunis , 21 days ago",3,"
         A vendre: 2 Phares pour voiture Mini R56
        ",,,,,,,,,,
307 essence,17000,"Monastir , 3 days ago",285000,Gris,Manuelle,2005,1.4L,Peugeot,307 SW,5,Compacte,Essence,5,"

          je mets en vente Peugeot 307 essence modèle 2005, 5 chevaux , 4 pneus neuf , 0 masrouf , prix 18000 D , tel
          







             Afficher le numéro
            



"
